postal_prefix,population
SE6 4,13366
SE7 7,13457
SE7 8,9567
SE8 3,12715
SE8 4,8998
SE8 5,11545
SE9 1,11620
SE9 2,10564
SE9 3,13145
SE9 4,13094
SE9 5,7887
SE9 6,10900
SG1 1,8495
SG1 2,7442
SG1 3,9018
SG1 4,12409
SG1 5,11435
SG1 6,6897
SG10 6,2200
SG11 1,5756
SG11 2,3039
SG12 0,9097
SG12 7,9509
SG12 8,6457
SG12 9,5545
SG13 7,11956
SG13 8,5992
SG14 1,3191
SG14 2,8031
SG14 3,9478
SG15 6,6026
SG16 6,6871
SG17 5,14767
SG18 0,9491
SG18 8,13750
SG18 9,7504
SG19 1,10118
SG19 2,10333
SG19 3,5289
SG2 0,8585
SG2 7,7517
SG2 8,13206
SG2 9,13914
SG3 6,7208
SG4 0,9346
SG4 7,4832
SG4 8,6657
SG4 9,9300
SG5 1,7620
SG5 2,8512
SG5 3,7089
SG5 4,12410
SG6 1,7709
SG6 2,7864
SG6 3,5897
SG6 4,12861
SG7 5,4762
SG7 6,9078
SG8 0,3965
SG8 5,11451
SG8 6,7680
SG8 7,8039
SG8 8,3389
SG8 9,5807
SG9 0,3281
SG9 9,9243
SK1 1,470
SK1 2,1579
SK1 3,3390
SK1 4,7239
SK10 1,3276
SK10 2,11125
SK10 3,10367
SK10 4,6756
SK10 5,9345
SK11 0,4394
SK11 6,3605
SK11 7,11750
SK11 8,13362
SK11 9,4428
SK12 1,14150
SK12 2,5263
SK13 0,1854
SK13 1,6627
SK13 2,3605
SK13 5,1502
SK13 6,5777
SK13 7,4606
SK13 8,9367
SK14 1,5532
SK14 2,4972
SK14 3,7841
SK14 4,14223
SK14 5,10283
SK14 6,4675
SK14 8,2761
SK15 1,9519
SK15 2,9271
SK15 3,9800
SK16 4,8761
SK16 5,10985
SK17 0,2719
SK17 6,7269
SK17 7,7382
SK17 8,5173
SK17 9,8175
SK2 5,14063
SK2 6,8321
SK2 7,7860
SK22 1,912
SK22 2,2280
SK22 3,2893
SK22 4,5987
SK23 0,5446
SK23 6,2449
SK23 7,7548
SK23 9,2952
SK3 0,7490
SK3 8,12340
SK3 9,9148
SK4 1,3690
SK4 2,8243
SK4 3,7851
SK4 4,8523
SK4 5,7183
SK5 6,15097
SK5 7,8216
SK5 8,8230
SK6 1,8740
SK6 2,7479
SK6 3,4820
SK6 4,6897
SK6 5,5723
SK6 6,6480
SK6 7,7522
SK6 8,3788
SK7 1,7395
SK7 2,6966
SK7 3,6886
SK7 4,7519
SK7 5,6202
SK7 6,6814
SK8 1,5997
SK8 2,7426
SK8 3,13148
SK8 4,9028
SK8 5,8874
SK8 6,8844
SK8 7,8522
SK9 1,2216
SK9 2,9505
SK9 3,6948
SK9 4,4521
SK9 5,5171
SK9 6,5644
SK9 7,5936
SL0 0,6024
SL0 9,5677
SL1 1,7500
SL1 2,17330
SL1 3,17312
SL1 4,1251
SL1 5,14864
SL1 6,7323
SL1 7,5352
SL1 8,4059
SL1 9,3221
SL2 1,15920
SL2 2,9805
SL2 3,7620
SL2 4,5612
SL2 5,20999
SL3 0,3941
SL3 6,3351
SL3 7,17989
SL3 8,19285
SL3 9,5958
SL4 1,3477
SL4 2,6921
SL4 3,9075
SL4 4,10568
SL4 5,9826
SL4 6,5487
SL5 0,4206
SL5 7,5312
SL5 8,7581
SL5 9,7684
SL6 0,5983
SL6 1,6682
SL6 2,10816
SL6 3,11643
SL6 4,8662
SL6 5,6373
SL6 6,9556
SL6 7,10653
SL6 8,8132
SL6 9,5773
SL7 1,7572
SL7 2,5384
SL7 3,8362
SL8 5,6758
SL9 0,5234
SL9 7,5881
SL9 8,4793
SL9 9,6337
SM1 1,3941
SM1 2,14191
SM1 3,13366
SM1 4,12373
SM2 5,13785
SM2 6,11327
SM2 7,6168
SM3 8,8057
SM3 9,14391
SM4 4,14637
SM4 5,10518
SM4 6,14534
SM5 1,13854
SM5 2,12868
SM5 3,8501
SM5 4,6529
SM6 0,6854
SM6 7,7908
SM6 8,12795
SM6 9,12806
SM7 1,7004
SM7 2,6765
SM7 3,4740
SN1 1,1381
SN1 2,11135
SN1 3,6193
SN1 4,8521
SN1 5,6923
SN1 7,2165
SN10 1,4224
SN10 2,7857
SN10 3,7307
SN10 4,5071
SN10 5,8218
SN11 0,6477
SN11 8,9313
SN11 9,9013
SN12 6,10283
SN12 7,11839
SN12 8,6416
SN13 0,5352
SN13 8,2655
SN13 9,9767
SN14 0,12996
SN14 6,7037
SN14 7,2745
SN14 8,4974
SN15 1,7516
SN15 2,5257
SN15 3,11368
SN15 4,9542
SN15 5,3914
SN16 0,6246
SN16 9,8515
SN2 1,14221
SN2 2,12973
SN2 5,6224
SN2 7,9315
SN2 8,2496
SN25 1,10358
SN25 2,17387
SN25 3,7404
SN25 4,9031
SN25 5,83
SN25 6,90
SN26 7,1640
SN26 8,642
SN3 1,9039
SN3 2,10917
SN3 3,9177
SN3 4,13036
SN3 5,4278
SN3 6,8752
SN4 0,7190
SN4 4,2
SN4 7,7676
SN4 8,7617
SN4 9,7018
SN5 0,302
SN5 3,1088
SN5 4,5929
SN5 5,9259
SN5 6,4941
SN5 7,4192
SN5 8,9920
SN6 6,6987
SN6 7,9008
SN6 8,6821
SN7 7,10207
SN7 8,5076
SN8 1,6818
SN8 2,6398
SN8 3,7186
SN8 4,4525
SN9 5,5220
SN9 6,3063
SO14 0,8835
SO14 1,3862
SO14 2,1508
SO14 3,8377
SO14 5,2639
SO14 6,5360
SO14 7,417
SO15 0,1313
SO15 1,2945
SO15 2,10497
SO15 3,7493
SO15 4,3555
SO15 5,12355
SO15 7,2888
SO15 8,3055
SO16 0,2535
SO16 2,1274
SO16 3,10903
SO16 4,8631
SO16 5,7457
SO16 6,7930
SO16 7,6446
SO16 8,12073
SO16 9,12789
SO17 1,6868
SO17 2,7799
SO17 3,5168
SO18 1,8411
SO18 2,9999
SO18 3,4313
SO18 4,4356
SO18 5,8049
SO18 6,2337
SO19 0,3883
SO19 1,2650
SO19 2,6852
SO19 4,1616
SO19 5,1673
SO19 6,9243
SO19 7,7289
SO19 8,8147
SO19 9,17143
SO20 6,4480
SO20 8,3585
SO21 1,8143
SO21 2,6383
SO21 3,6349
SO22 4,11825
SO22 5,8999
SO22 6,10829
SO23 0,5702
SO23 7,9683
SO23 8,3011
SO23 9,4913
SO24 0,4214
SO24 9,7240
SO30 0,6830
SO30 2,13708
SO30 3,6906
SO30 4,6095
SO31 1,3030
SO31 4,4628
SO31 5,6415
SO31 6,11598
SO31 7,8100
SO31 8,8245
SO31 9,6646
SO32 1,7817
SO32 2,12921
SO32 3,2936
SO40 2,8811
SO40 3,7597
SO40 4,5966
SO40 7,5086
SO40 8,8226
SO40 9,5420
SO41 0,10117
SO41 3,2806
SO41 5,1558
SO41 6,3558
SO41 8,7226
SO41 9,6686
SO42 7,4864
SO43 7,4379
SO45 1,7593
SO45 2,6575
SO45 3,4795
SO45 4,4890
SO45 5,7132
SO45 6,3388
SO50 4,9357
SO50 5,10769
SO50 6,6790
SO50 7,9474
SO50 8,6545
SO50 9,8907
SO51 0,7237
SO51 5,4099
SO51 6,4716
SO51 7,7686
SO51 8,4868
SO51 9,1415
SO52 9,7205
SO53 1,5157
SO53 2,8324
SO53 3,6504
SO53 4,7372
SO53 5,4732
SP1 1,4920
SP1 2,4027
SP1 3,13776
SP10 1,4116
SP10 2,9944
SP10 3,13138
SP10 4,6941
SP10 5,5657
SP11 0,3485
SP11 6,15510
SP11 7,4673
SP11 8,3983
SP11 9,8069
SP2 0,5456
SP2 7,7546
SP2 8,8246
SP2 9,9734
SP3 4,4197
SP3 5,3003
SP3 6,4234
SP4 0,2486
SP4 6,7421
SP4 7,13041
SP4 8,9013
SP4 9,6782
SP5 1,4624
SP5 2,6047
SP5 3,6237
SP5 4,2339
SP5 5,3188
SP6 1,6581
SP6 2,2887
SP6 3,4704
SP7 0,3102
SP7 8,8950
SP7 9,3519
SP8 4,10780
SP8 5,3606
SP9 7,12124
SR1 1,1111
SR1 2,3026
SR1 3,955
SR2 0,10886
SR2 7,7749
SR2 8,5906
SR2 9,7527
SR3 1,11608
SR3 2,10263
SR3 3,9272
SR3 4,6879
SR4 0,8501
SR4 6,8462
SR4 7,10225
SR4 8,8582
SR4 9,5874
SR5 1,5572
SR5 2,4984
SR5 3,8478
SR5 4,5988
SR5 5,9165
SR6 0,5007
SR6 7,9845
SR6 8,6190
SR6 9,8061
SR7 0,5440
SR7 7,10417
SR7 8,7300
SR7 9,7257
SR8 1,4834
SR8 2,7780
SR8 3,7521
SR8 4,7146
SR8 5,7386
SS0 0,10311
SS0 7,10083
SS0 8,7557
SS0 9,14584
SS1 1,3744
SS1 2,15477
SS1 3,9010
SS11 7,9197
SS11 8,10169
SS12 0,7341
SS12 9,11441
SS13 1,9195
SS13 2,5676
SS13 3,7796
SS14 1,10634
SS14 2,12454
SS14 3,5955
SS15 4,5231
SS15 5,18520
SS15 6,10127
SS16 4,12057
SS16 5,11743
SS16 6,8381
SS17 0,9327
SS17 7,11458
SS17 8,8968
SS17 9,4178
SS2 4,16363
SS2 5,9259
SS2 6,13505
SS3 0,7651
SS3 8,5293
SS3 9,16253
SS4 1,12678
SS4 2,876
SS4 3,8450
SS5 4,10104
SS5 5,5738
SS5 6,6438
SS6 7,7502
SS6 8,12116
SS6 9,12806
SS7 1,9864
SS7 2,9825
SS7 3,10784
SS7 4,8466
SS7 5,11603
SS8 0,7463
SS8 7,8562
SS8 8,7086
SS8 9,15216
SS9 1,9229
SS9 2,8640
SS9 3,10704
SS9 4,10272
SS9 5,11882
ST1 1,60
ST1 2,3428
ST1 3,6775
ST1 4,5223
ST1 5,3718
ST1 6,13298
ST10 1,11074
ST10 2,5057
ST10 3,2024
ST10 4,7002
ST11 9,9801
ST12 9,4175
ST13 5,6432
ST13 6,6112
ST13 7,7105
ST13 8,8168
ST14 5,5613
ST14 7,8741
ST14 8,7369
ST15 0,10776
ST15 8,12146
ST16 1,14764
ST16 2,1943
ST16 3,16866
ST17 0,11715
ST17 4,11910
ST17 9,14904
ST18 0,12184
ST18 9,5960
ST19 5,9339
ST19 9,6169
ST2 0,10981
ST2 7,7726
ST2 8,8477
ST2 9,8277
ST20 0,7034
ST21 6,6502
ST3 1,5483
ST3 2,7484
ST3 3,8234
ST3 4,9925
ST3 5,13403
ST3 6,10706
ST3 7,13272
ST4 1,1313
ST4 2,6829
ST4 3,7128
ST4 4,7153
ST4 5,7895
ST4 6,8308
ST4 7,6827
ST4 8,12433
ST5 0,9499
ST5 1,3305
ST5 2,9059
ST5 3,9684
ST5 4,6103
ST5 5,5042
ST5 6,9556
ST5 7,11209
ST5 8,10775
ST5 9,8056
ST6 1,7576
ST6 2,3641
ST6 3,3975
ST6 4,4791
ST6 5,11321
ST6 6,14110
ST6 7,9021
ST6 8,12848
ST7 1,11393
ST7 2,14135
ST7 3,7244
ST7 4,14393
ST7 8,8004
ST8 6,10665
ST8 7,9301
ST9 0,6329
ST9 9,5692
SW10 0,8340
SW10 9,8685
SW11 1,9276
SW11 2,14117
SW11 3,13867
SW11 4,8544
SW11 5,17592
SW11 6,11359
SW11 7,2618
SW11 8,3963
SW12 0,8471
SW12 8,13021
SW12 9,10675
SW13 0,6750
SW13 8,1764
SW13 9,7263
SW14 7,7864
SW14 8,9607
SW15 1,9464
SW15 2,11555
SW15 3,11766
SW15 4,10579
SW15 5,11266
SW15 6,9344
SW16 1,11537
SW16 2,16272
SW16 3,9584
SW16 4,14031
SW16 5,18716
SW16 6,15830
SW17 0,15407
SW17 6,1655
SW17 7,12613
SW17 8,18484
SW17 9,16365
SW18 1,14298
SW18 2,10263
SW18 3,14242
SW18 4,12951
SW18 5,14089
SW19 1,10619
SW19 2,13202
SW19 3,11685
SW19 4,6602
SW19 5,4223
SW19 6,12283
SW19 7,6363
SW19 8,15573
SW1A 1,173
SW1A 2,136
SW1E 5,204
SW1E 6,853
SW1H 0,411
SW1H 9,281
SW1P 1,2439
SW1P 2,3249
SW1P 3,950
SW1P 4,6406
SW1V 1,2150
SW1V 2,5635
SW1V 3,7837
SW1V 4,5946
SW1W 0,747
SW1W 8,4375
SW1W 9,1766
SW1X 0,1425
SW1X 7,735
SW1X 8,1397
SW1X 9,1298
SW1Y 4,139
SW1Y 5,90
SW1Y 6,229
SW2 1,7678
SW2 2,11742
SW2 3,13759
SW2 4,11571
SW2 5,10789
SW20 0,9675
SW20 8,11649
SW20 9,9188
SW3 1,861
SW3 2,3350
SW3 3,3598
SW3 4,4321
SW3 5,4404
SW3 6,2471
SW4 0,6726
SW4 6,9991
SW4 7,8867
SW4 8,7444
SW4 9,8148
SW5 0,6282
SW5 9,7673
SW6 1,7188
SW6 2,13849
SW6 3,8786
SW6 4,7276
SW6 5,7533
SW6 6,10906
SW6 7,10310
SW7 1,2575
SW7 2,1744
SW7 3,3177
SW7 4,4004
SW7 5,3635
SW8 1,11710
SW8 2,12494
SW8 3,6302
SW8 4,7899
SW8 5,243
SW9 0,11847
SW9 6,8153
SW9 7,9450
SW9 8,6528
SW9 9,12025
SY1 1,1785
SY1 2,7877
SY1 3,7918
SY1 4,11087
SY10 0,2248
SY10 7,4769
SY10 8,3502
SY10 9,5153
SY11 1,6520
SY11 2,10791
SY11 3,5768
SY11 4,4773
SY12 0,4969
SY12 9,3649
SY13 1,9333
SY13 2,4484
SY13 3,2540
SY13 4,3326
SY14 7,3270
SY14 8,3775
SY15 6,5387
SY16 1,6667
SY16 2,3710
SY16 3,3013
SY16 4,2618
SY17 5,3698
SY18 6,4531
SY19 7,1018
SY2 5,11678
SY2 6,7049
SY20 8,4541
SY20 9,2098
SY21 0,3229
SY21 7,5892
SY21 8,4734
SY21 9,3217
SY22 5,2120
SY22 6,7157
SY23 1,5994
SY23 2,3707
SY23 3,10265
SY23 4,5417
SY23 5,3039
SY24 5,4469
SY25 6,4273
SY3 0,5364
SY3 5,4612
SY3 6,2202
SY3 7,7174
SY3 8,9246
SY3 9,6171
SY4 1,3190
SY4 2,3252
SY4 3,4548
SY4 4,6053
SY4 5,9491
SY5 0,6212
SY5 6,3857
SY5 7,3247
SY5 8,4594
SY5 9,5036
SY6 6,4206
SY6 7,2705
SY7 0,3579
SY7 8,2984
SY7 9,4360
SY8 1,8066
SY8 2,3839
SY8 3,3278
SY8 4,3443
SY9 5,2821
TA1 1,6752
TA1 2,13198
TA1 3,8362
TA1 4,6479
TA1 5,7325
TA10 0,4111
TA10 9,5972
TA11 6,7329
TA11 7,2814
TA12 6,6188
TA13 5,4344
TA14 6,3182
TA15 6,690
TA16 5,1982
TA17 8,541
TA18 7,4109
TA18 8,6597
TA19 0,5791
TA19 9,6518
TA2 6,10168
TA2 7,10065
TA2 8,11574
TA20 1,9165
TA20 2,7405
TA20 3,2771
TA20 4,2237
TA21 0,4177
TA21 8,8369
TA21 9,8666
TA22 9,2633
TA23 0,5732
TA24 5,5547
TA24 6,6234
TA24 7,1882
TA24 8,4956
TA3 5,5851
TA3 6,5019
TA3 7,4408
TA4 1,5618
TA4 2,4287
TA4 3,5570
TA4 4,4283
TA5 1,5392
TA5 2,6913
TA6 3,10175
TA6 4,15231
TA6 5,6282
TA6 6,13016
TA6 7,7991
TA7 0,5224
TA7 8,6637
TA7 9,4026
TA8 1,7586
TA8 2,9188
TA9 3,8957
TA9 4,4567
TD12 4,1245
TD15 1,5136
TD15 2,11533
TD5 8,10
TD9 0,98
TF1 1,4472
TF1 2,8849
TF1 3,7623
TF1 5,11298
TF1 6,10466
TF10 7,12478
TF10 8,4728
TF10 9,3548
TF11 8,8135
TF11 9,4473
TF12 5,5760
TF13 6,3827
TF2 0,2508
TF2 6,7082
TF2 7,8079
TF2 8,10698
TF2 9,12390
TF3 1,11014
TF3 2,8825
TF3 3,139
TF3 4,165
TF3 5,6796
TF4 2,11657
TF4 3,11355
TF5 0,5078
TF6 5,1718
TF6 6,4070
TF7 4,6415
TF7 5,12652
TF8 7,3012
TF9 1,6546
TF9 2,6654
TF9 3,8874
TF9 4,4899
TN1 1,3737
TN1 2,7983
TN10 3,8391
TN10 4,8427
TN11 0,5176
TN11 8,3524
TN11 9,6131
TN12 0,6909
TN12 5,3152
TN12 6,10215
TN12 7,2929
TN12 8,2383
TN12 9,5774
TN13 1,6141
TN13 2,9339
TN13 3,10090
TN14 5,7849
TN14 6,3462
TN14 7,5328
TN15 0,4439
TN15 6,9787
TN15 7,3772
TN15 8,5999
TN15 9,1730
TN16 1,5065
TN16 2,2722
TN16 3,11896
TN17 1,2116
TN17 2,3863
TN17 3,4409
TN17 4,3916
TN18 4,3865
TN18 5,2784
TN19 7,5207
TN2 3,11238
TN2 4,8413
TN2 5,10099
TN20 6,3760
TN21 0,6946
TN21 8,7204
TN21 9,2817
TN22 1,6477
TN22 2,3329
TN22 3,4787
TN22 4,3481
TN22 5,9495
TN23 1,2201
TN23 3,16109
TN23 4,5659
TN23 5,15793
TN23 6,1548
TN23 7,3563
TN23 8,148
TN24 0,15789
TN24 8,7164
TN24 9,11730
TN25 4,5528
TN25 5,3545
TN25 6,5105
TN25 7,5107
TN26 1,2877
TN26 2,3954
TN26 3,5562
TN27 0,4541
TN27 8,4331
TN27 9,5424
TN28 8,8855
TN29 0,7184
TN29 9,6035
TN3 0,5862
TN3 8,1724
TN3 9,4028
TN30 6,5764
TN30 7,4173
TN31 6,6900
TN31 7,7142
TN32 5,5218
TN33 0,8272
TN33 9,4389
TN34 1,6003
TN34 2,12902
TN34 3,11555
TN35 4,7417
TN35 5,10250
TN36 4,2255
TN37 6,9611
TN37 7,11087
TN38 0,13851
TN38 8,4664
TN38 9,10442
TN39 3,10132
TN39 4,10307
TN39 5,6078
TN4 0,9346
TN4 8,9065
TN4 9,12869
TN40 1,7546
TN40 2,10583
TN5 6,4898
TN5 7,3842
TN6 1,8240
TN6 2,10065
TN6 3,7293
TN7 4,2358
TN8 5,5789
TN8 6,5738
TN8 7,2646
TN9 1,7892
TN9 2,11370
TQ1 1,8609
TQ1 2,4667
TQ1 3,9449
TQ1 4,10435
TQ10 9,4058
TQ11 0,4235
TQ12 1,13727
TQ12 2,5413
TQ12 3,12136
TQ12 4,9044
TQ12 5,9013
TQ12 6,9170
TQ13 0,6735
TQ13 7,5468
TQ13 8,3882
TQ13 9,8311
TQ14 0,1723
TQ14 8,7419
TQ14 9,10449
TQ2 5,5386
TQ2 6,10609
TQ2 7,11850
TQ2 8,8677
TQ3 1,8435
TQ3 2,9006
TQ3 3,15190
TQ4 5,5588
TQ4 6,4720
TQ4 7,10520
TQ5 0,5292
TQ5 8,4896
TQ5 9,8940
TQ6 0,2883
TQ6 9,4954
TQ7 1,5634
TQ7 2,4202
TQ7 3,3743
TQ7 4,3485
TQ8 8,1732
TQ9 5,8759
TQ9 6,5740
TQ9 7,5286
TR1 1,9317
TR1 2,4147
TR1 3,9942
TR10 8,7482
TR10 9,5144
TR11 2,8901
TR11 3,4504
TR11 4,8199
TR11 5,10096
TR12 6,3982
TR12 7,5418
TR13 0,4824
TR13 8,10350
TR13 9,5511
TR14 0,5861
TR14 7,9035
TR14 8,9933
TR14 9,2989
TR15 1,6415
TR15 2,6368
TR15 3,9242
TR16 4,5675
TR16 5,6152
TR16 6,4579
TR17 0,1633
TR18 2,5579
TR18 3,5851
TR18 4,4736
TR18 5,3356
TR19 6,3248
TR19 7,5532
TR2 4,6222
TR2 5,4281
TR20 8,5266
TR20 9,4459
TR21 0,1592
TR22 0,81
TR23 0,95
TR24 0,152
TR25 0,138
TR26 1,2952
TR26 2,6146
TR26 3,1903
TR27 4,7378
TR27 5,5312
TR27 6,3567
TR3 6,8088
TR3 7,4914
TR4 8,6742
TR4 9,6267
TR5 0,4261
TR6 0,4035
TR7 1,6663
TR7 2,9014
TR7 3,6486
TR8 4,5921
TR8 5,4965
TR9 6,8646
TS1 1,425
TS1 2,1312
TS1 3,5474
TS1 4,8098
TS1 5,1385
TS10 1,6629
TS10 2,11378
TS10 3,5383
TS10 4,9850
TS10 5,4648
TS11 6,3475
TS11 7,4362
TS11 8,3297
TS12 1,6207
TS12 2,13076
TS12 3,3407
TS13 4,7823
TS13 5,2134
TS14 6,6823
TS14 7,6033
TS14 8,5792
TS15 0,2302
TS15 9,11828
TS16 0,7765
TS16 9,3037
TS17 0,14413
TS17 5,13242
TS17 6,3326
TS17 7,1882
TS17 8,6826
TS17 9,7023
TS18 1,2594
TS18 2,3981
TS18 3,8456
TS18 4,5838
TS18 5,6655
TS19 0,11611
TS19 7,8676
TS19 8,11072
TS19 9,5380
TS2 1,936
TS20 1,10786
TS20 2,9733
TS21 1,4293
TS21 2,3034
TS21 3,3524
TS21 4,2362
TS22 5,10175
TS23 1,5646
TS23 2,7776
TS23 3,13498
TS23 4,1506
TS24 0,6248
TS24 7,1554
TS24 8,6273
TS24 9,8068
TS25 1,8794
TS25 2,7997
TS25 3,5920
TS25 4,6196
TS25 5,9325
TS26 0,14514
TS26 8,5123
TS26 9,5990
TS27 3,5087
TS27 4,6738
TS28 5,5378
TS29 6,6154
TS3 0,7053
TS3 6,3269
TS3 7,7137
TS3 8,5068
TS3 9,7218
TS4 2,9817
TS4 3,9339
TS5 4,5970
TS5 5,7616
TS5 6,7613
TS5 7,7394
TS5 8,12729
TS6 0,10776
TS6 6,3080
TS6 7,4685
TS6 8,2612
TS6 9,9189
TS7 0,7289
TS7 8,9306
TS7 9,6036
TS8 0,8689
TS8 9,13754
TS9 5,5582
TS9 6,5094
TS9 7,2095
TW1 1,8849
TW1 2,5932
TW1 3,4472
TW1 4,8400
TW10 5,3430
TW10 6,8721
TW10 7,8028
TW11 0,6987
TW11 8,8346
TW11 9,9084
TW12 1,7304
TW12 2,9506
TW12 3,7230
TW13 4,13931
TW13 5,10723
TW13 6,9639
TW13 7,5623
TW14 0,7007
TW14 8,10855
TW14 9,13925
TW15 1,10946
TW15 2,9060
TW15 3,9520
TW16 5,5664
TW16 6,6438
TW16 7,10297
TW17 0,5425
TW17 8,6253
TW17 9,2870
TW18 1,8733
TW18 2,7720
TW18 3,4181
TW18 4,6062
TW19 5,4336
TW19 6,1781
TW19 7,12710
TW2 5,10149
TW2 6,10972
TW2 7,10545
TW20 0,11513
TW20 8,8421
TW20 9,7490
TW3 1,11611
TW3 2,10880
TW3 3,15069
TW3 4,10334
TW4 5,11559
TW4 6,7182
TW4 7,13498
TW5 0,15779
TW5 9,17647
TW6 2,9
TW7 4,9333
TW7 5,10152
TW7 6,11644
TW7 7,10898
TW8 0,12447
TW8 8,6118
TW8 9,6327
TW9 1,4031
TW9 2,6803
TW9 3,4255
TW9 4,7900
UB1 1,13289
UB1 2,20178
UB1 3,10457
UB10 0,14576
UB10 8,13442
UB10 9,11166
UB2 4,15628
UB2 5,22398
UB3 1,11623
UB3 2,18018
UB3 3,7977
UB3 4,11971
UB3 5,7295
UB4 0,15162
UB4 8,14249
UB4 9,13197
UB5 4,17655
UB5 5,13800
UB5 6,18843
UB6 0,13726
UB6 7,8264
UB6 8,16095
UB6 9,15932
UB7 0,4234
UB7 7,10768
UB7 8,8522
UB7 9,13428
UB8 1,5716
UB8 2,13545
UB8 3,19537
UB9 4,2635
UB9 5,5364
UB9 6,7735
W10 4,10400
W10 5,12833
W10 6,11926
W11 1,9514
W11 2,6454
W11 3,4148
W11 4,9072
W12 0,14487
W12 2,2
W12 7,12599
W12 8,9275
W12 9,13142
W13 0,11209
W13 8,7621
W13 9,14315
W14 0,10789
W14 8,11832
W14 9,12796
W1B 1,453
W1B 2,5
W1B 3,21
W1B 4,9
W1B 5,18
W1C 2,9
W1D 2,11
W1D 3,209
W1D 4,186
W1D 5,138
W1D 6,237
W1D 7,152
W1F 0,883
W1F 7,297
W1F 8,236
W1F 9,287
W1G 0,17
W1G 6,644
W1G 7,362
W1G 8,780
W1G 9,435
W1H 1,808
W1H 2,1444
W1H 4,845
W1H 5,1409
W1H 6,233
W1H 7,1196
W1J 0,35
W1J 5,304
W1J 6,26
W1J 7,358
W1J 8,126
W1K 1,116
W1K 2,379
W1K 3,186
W1K 4,111
W1K 5,264
W1K 6,565
W1K 7,489
W1S 1,98
W1S 2,23
W1S 3,35
W1S 4,42
W1T 1,519
W1T 2,382
W1T 3,484
W1T 4,783
W1T 5,478
W1T 6,641
W1T 7,2
W1U 1,248
W1U 2,234
W1U 3,320
W1U 4,792
W1U 5,882
W1U 6,1153
W1U 7,214
W1U 8,501
W1W 5,1456
W1W 6,1482
W1W 7,731
W1W 8,106
W2 1,7628
W2 2,5388
W2 3,6395
W2 4,6897
W2 5,10745
W2 6,7594
W3 0,6776
W3 6,15469
W3 7,16115
W3 8,12225
W3 9,8376
W4 1,8648
W4 2,9855
W4 3,11400
W4 4,5727
W4 5,10192
W5 1,10554
W5 2,11390
W5 3,10692
W5 4,14190
W5 5,5111
W6 0,12635
W6 7,5976
W6 8,8233
W6 9,9496
W7 1,10644
W7 2,8242
W7 3,12083
W8 4,3238
W8 5,4475
W8 6,5143
W8 7,5070
W9 1,12460
W9 2,10512
W9 3,13516
WA1 1,1026
WA1 2,3500
WA1 3,10774
WA1 4,8033
WA10 1,2566
WA10 2,5202
WA10 3,9404
WA10 4,8875
WA10 5,6194
WA10 6,8031
WA11 0,15513
WA11 7,6843
WA11 8,6239
WA11 9,11391
WA12 0,4835
WA12 8,9053
WA12 9,11651
WA13 0,6749
WA13 9,6502
WA14 1,3870
WA14 2,5376
WA14 3,4753
WA14 4,7471
WA14 5,9493
WA15 0,4617
WA15 6,12348
WA15 7,11318
WA15 8,9289
WA15 9,5959
WA16 0,5890
WA16 6,3297
WA16 7,3267
WA16 8,7985
WA16 9,3948
WA2 0,16712
WA2 7,7913
WA2 8,5990
WA2 9,10393
WA3 1,3805
WA3 2,10490
WA3 3,10341
WA3 4,4656
WA3 5,4743
WA3 6,10619
WA3 7,4480
WA4 1,11099
WA4 2,13307
WA4 3,4209
WA4 4,3696
WA4 5,7575
WA4 6,9511
WA5 0,6739
WA5 1,13361
WA5 2,9907
WA5 3,13354
WA5 4,3778
WA5 7,1911
WA5 8,8300
WA5 9,5328
WA6 0,4256
WA6 6,4773
WA6 7,5758
WA6 8,2230
WA6 9,2506
WA7 1,6988
WA7 2,15820
WA7 3,3241
WA7 4,9174
WA7 5,12831
WA7 6,15124
WA8 0,4002
WA8 3,6394
WA8 4,6687
WA8 5,3423
WA8 6,7799
WA8 7,10713
WA8 8,12617
WA8 9,12419
WA9 1,5995
WA9 2,7298
WA9 3,11805
WA9 4,14445
WA9 5,13201
WC1A 1,242
WC1A 2,409
WC1B 3,821
WC1B 4,197
WC1B 5,271
WC1E 6,861
WC1E 7,860
WC1H 0,1038
WC1H 8,2810
WC1H 9,3395
WC1N 1,2477
WC1N 2,985
WC1N 3,2383
WC1R 4,421
WC1R 5,55
WC1V 6,173
WC1V 7,97
WC1X 0,2829
WC1X 8,1021
WC1X 9,3407
WC2A 1,63
WC2A 2,154
WC2A 3,80
WC2B 4,510
WC2B 5,968
WC2B 6,27
WC2E 7,276
WC2E 8,67
WC2E 9,348
WC2H 0,483
WC2H 7,339
WC2H 8,492
WC2H 9,1063
WC2N 4,302
WC2N 5,220
WC2N 6,170
WC2R 0,68
WC2R 1,233
WC2R 2,8
WC2R 3,47
WD17 1,2200
WD17 2,4686
WD17 3,4134
WD17 4,8862
WD18 0,10101
WD18 6,5188
WD18 7,11990
WD18 8,771
WD18 9,197
WD19 4,10591
WD19 5,5177
WD19 6,7747
WD19 7,5989
WD23 1,6625
WD23 2,8933
WD23 3,6428
WD23 4,6293
WD24 4,4621
WD24 5,8421
WD24 6,5829
WD24 7,5416
WD25 0,8279
WD25 7,9787
WD25 8,1444
WD25 9,11294
WD3 1,4469
WD3 3,12571
WD3 4,4338
