postal_prefix,population
KT16 9,7554
KT17 1,6521
KT17 2,8025
KT17 3,5101
KT17 4,6011
KT18 5,8119
KT18 6,2055
KT18 7,7510
KT19 0,9308
KT19 7,1798
KT19 8,10929
KT19 9,15813
KT2 5,16098
KT2 6,8985
KT2 7,8421
KT20 5,11204
KT20 6,5661
KT20 7,4775
KT21 1,6246
KT21 2,7770
KT22 0,3950
KT22 7,7358
KT22 8,4872
KT22 9,8738
KT23 3,5187
KT23 4,6134
KT24 5,4812
KT24 6,4321
KT3 3,13073
KT3 4,5804
KT3 5,10717
KT3 6,10764
KT4 7,11339
KT4 8,18582
KT5 8,10908
KT5 9,10179
KT6 4,6789
KT6 5,7544
KT6 6,7164
KT6 7,11424
KT7 0,10726
KT8 0,3018
KT8 1,5009
KT8 2,8351
KT8 9,4586
KT9 1,9695
KT9 2,12097
L1 0,922
L1 1,121
L1 2,1261
L1 3,208
L1 4,1581
L1 5,2750
L1 6,965
L1 7,1032
L1 8,1534
L1 9,1195
L10 0,945
L10 1,1748
L10 2,1159
L10 3,1454
L10 4,2797
L10 6,1347
L10 7,2069
L10 8,2145
L10 9,1619
L11 0,1617
L11 1,4899
L11 2,5816
L11 3,4257
L11 4,3046
L11 5,1738
L11 6,1030
L11 7,3367
L11 8,1888
L11 9,1917
L12 0,9330
L12 1,1079
L12 2,947
L12 3,846
L12 4,3229
L12 5,3615
L12 6,1989
L12 7,2562
L12 8,2790
L12 9,4269
L13 0,2186
L13 1,1340
L13 2,2880
L13 3,3015
L13 4,2904
L13 5,4332
L13 6,3250
L13 7,3638
L13 8,3423
L13 9,2897
L14 0,4931
L14 1,1806
L14 2,2391
L14 3,1888
L14 4,1739
L14 5,1439
L14 6,2609
L14 7,4005
L14 8,2722
L14 9,4143
L15 0,2888
L15 1,2931
L15 2,2805
L15 3,4663
L15 4,4005
L15 5,1807
L15 6,2812
L15 7,2984
L15 8,3450
L15 9,1631
L16 0,846
L16 1,1307
L16 2,2455
L16 3,2153
L16 4,884
L16 5,1425
L16 6,1109
L16 7,1915
L16 8,1239
L16 9,1339
L17 0,4026
L17 1,636
L17 2,1609
L17 3,2040
L17 4,1558
L17 5,1140
L17 6,2613
L17 7,4385
L17 8,2791
L17 9,2112
L18 0,1137
L18 1,6112
L18 2,1791
L18 3,3271
L18 4,2148
L18 5,2540
L18 6,1575
L18 7,2397
L18 8,1603
L18 9,3552
L19 0,2414
L19 1,2327
L19 2,3459
L19 3,2386
L19 4,3331
L19 5,1454
L19 6,1337
L19 7,1432
L19 8,3153
L19 9,3341
L2 0,395
L2 2,719
L2 3,38
L2 4,36
L2 5,263
L2 6,67
L2 7,120
L2 8,145
L2 9,74
L20 0,3223
L20 1,3
L20 2,2886
L20 3,2757
L20 4,6921
L20 5,2903
L20 6,6441
L20 7,2607
L20 8,365
L20 9,6382
L21 0,3340
L21 1,3568
L21 2,1033
L21 3,517
L21 4,1511
L21 5,1729
L21 6,1178
L21 7,3314
L21 8,3521
L21 9,5243
L22 0,1202
L22 1,1073
L22 2,1762
L22 3,1265
L22 4,2078
L22 5,1355
L22 6,1189
L22 7,1223
L22 8,1167
L22 9,1441
L23 0,4945
L23 1,2093
L23 2,3802
L23 3,2493
L23 4,1080
L23 5,1873
L23 6,2961
L23 7,3240
L23 8,2252
L23 9,5724
L24 0,2521
L24 1,2385
L24 2,3426
L24 3,3175
L24 4,998
L24 5,802
L24 6,1174
L24 7,1642
L24 8,21
L24 9,1242
L25 0,3775
L25 1,2145
L25 2,3977
L25 3,3253
L25 4,2984
L25 5,3712
L25 6,2509
L25 7,3480
L25 8,3411
L25 9,4799
L26 0,2396
L26 1,3153
L26 2,219
L26 3,92
L26 4,36
L26 5,33
L26 6,1826
L26 7,4415
L26 8,1
L26 9,3150
L27 0,196
L27 1,1401
L27 2,19
L27 3,5
L27 4,644
L27 5,1046
L27 6,963
L27 7,1589
L27 8,865
L28 0,903
L28 1,1778
L28 3,331
L28 4,1273
L28 5,873
L28 6,475
L28 7,555
L28 8,482
L29 1,5
L29 3,14
L29 5,6
L29 6,36
L29 7,310
L29 8,35
L29 9,96
L3 0,816
L3 1,1099
L3 2,3192
L3 3,507
L3 4,2677
L3 5,4720
L3 6,3626
L3 7,75
L3 8,2873
L3 9,1029
L30 0,2081
L30 1,4245
L30 2,3408
L30 3,1980
L30 4,2
L30 5,2941
L30 6,403
L30 7,2446
L30 8,1326
L30 9,1113
L31 0,1983
L31 1,4971
L31 2,3453
L31 3,1685
L31 4,2455
L31 5,3438
L31 6,3106
L31 7,2732
L31 8,2909
L31 9,4020
L32 0,3723
L32 1,1976
L32 2,2364
L32 3,1423
L32 4,1772
L32 5,831
L32 6,1697
L32 7,2083
L32 8,1919
L32 9,3244
L33 0,1206
L33 1,5414
L33 2,1676
L33 3,72
L33 4,4122
L33 5,1449
L33 6,1839
L33 7,200
L33 8,1068
L33 9,2133
L34 0,2073
L34 1,3082
L34 2,3728
L34 3,568
L34 4,235
L34 5,2009
L34 6,1578
L34 7,87
L34 8,160
L34 9,294
L35 0,2735
L35 1,1265
L35 2,2569
L35 3,7055
L35 4,3221
L35 5,4789
L35 6,1483
L35 7,3057
L35 8,2833
L35 9,1547
L36 0,4628
L36 1,2918
L36 2,4413
L36 3,5130
L36 4,6522
L36 5,4261
L36 6,2899
L36 7,3957
L36 8,5152
L36 9,2251
L37 0,148
L37 1,2568
L37 2,4889
L37 3,4530
L37 4,2774
L37 5,145
L37 6,3144
L37 7,3356
L37 8,1753
L37 9,37
L38 0,517
L38 1,198
L38 3,326
L38 4,4
L38 5,30
L38 6,205
L38 7,5
L38 8,1
L38 9,1183
L39 0,964
L39 1,4794
L39 2,3963
L39 3,3402
L39 4,8740
L39 5,4406
L39 6,2219
L39 7,1366
L39 8,1336
L39 9,160
L4 0,2760
L4 1,3717
L4 2,5826
L4 3,3981
L4 4,4499
L4 5,5738
L4 6,2516
L4 7,3277
L4 8,2913
L4 9,5426
L40 0,1330
L40 1,2226
L40 2,1335
L40 3,806
L40 4,1601
L40 5,3563
L40 6,1232
L40 7,4953
L40 8,1029
L40 9,1288
L5 0,1855
L5 1,1186
L5 2,1242
L5 3,1596
L5 4,1249
L5 5,1214
L5 6,2702
L5 7,1484
L5 8,1257
L5 9,785
L6 0,2559
L6 1,2322
L6 2,2550
L6 3,1992
L6 4,4371
L6 5,3298
L6 6,3579
L6 7,658
L6 8,1778
L6 9,1650
L7 0,4034
L7 1,1017
L7 2,2113
L7 3,2932
L7 4,607
L7 5,1200
L7 6,2166
L7 7,2968
L7 8,3889
L7 9,689
L8 0,6797
L8 1,1747
L8 2,3022
L8 3,3130
L8 4,3620
L8 5,2455
L8 6,3648
L8 7,3669
L8 8,4589
L8 9,2623
L9 0,3469
L9 1,6113
L9 2,2825
L9 3,3105
L9 4,1099
L9 5,91
L9 6,4007
L9 7,1674
L9 8,4612
L9 9,4892
LA1 1,6702
LA1 2,11611
LA1 3,12328
LA1 4,14931
LA1 5,10422
LA10 5,3825
LA11 6,3734
LA11 7,6211
LA12 0,6066
LA12 7,4733
LA12 8,2237
LA12 9,7167
LA13 0,9089
LA13 9,10015
LA14 1,3317
LA14 2,6184
LA14 3,10519
LA14 4,6648
LA14 5,10288
LA15 8,7655
LA16 7,3248
LA17 7,1205
LA18 4,5147
LA18 5,3154
LA19 5,1035
LA2 0,6123
LA2 6,5794
LA2 7,3018
LA2 8,3240
LA2 9,4444
LA20 6,1191
LA21 8,1017
LA22 0,2008
LA22 9,2882
LA23 1,2191
LA23 2,4068
LA23 3,2047
LA3 1,8305
LA3 2,10664
LA3 3,6153
LA4 4,9165
LA4 5,8760
LA4 6,8116
LA5 0,3795
LA5 8,4196
LA5 9,8254
LA6 1,5635
LA6 2,4524
LA6 3,3034
LA7 7,5056
LA8 0,2912
LA8 8,2747
LA8 9,3258
LA9 4,4105
LA9 5,9604
LA9 6,7567
LA9 7,10561
LD1 5,6115
LD1 6,5338
LD2 3,5610
LD3 0,4415
LD3 7,5564
LD3 8,4394
LD3 9,5140
LD4 4,776
LD5 4,1032
LD6 5,2887
LD7 1,4519
LD8 2,4491
LE1 1,2249
LE1 2,5066
LE1 3,1522
LE1 4,1657
LE1 5,4150
LE1 6,2804
LE1 7,1307
LE10 0,22488
LE10 1,11467
LE10 2,16011
LE10 3,3156
LE11 1,11151
LE11 2,16441
LE11 3,17473
LE11 4,9829
LE11 5,10759
LE11 9,1
LE12 5,8139
LE12 6,11511
LE12 7,17979
LE12 8,15631
LE12 9,16136
LE13 0,15181
LE13 1,12445
LE14 2,4888
LE14 3,6982
LE14 4,6245
LE15 6,11297
LE15 7,11488
LE15 8,6140
LE15 9,7123
LE16 7,12931
LE16 8,10440
LE16 9,14941
LE17 4,12081
LE17 5,6791
LE17 6,4763
LE18 1,8640
LE18 2,8365
LE18 3,8635
LE18 4,8115
LE19 1,9
LE19 2,6252
LE19 3,4789
LE19 4,5392
LE2 0,12443
LE2 1,14465
LE2 2,7269
LE2 3,11400
LE2 4,13009
LE2 5,8464
LE2 6,17071
LE2 7,11539
LE2 8,11759
LE2 9,15687
LE3 0,13766
LE3 1,15671
LE3 2,15428
LE3 3,15033
LE3 5,7557
LE3 6,12937
LE3 8,11439
LE3 9,18147
LE4 0,16500
LE4 1,4825
LE4 2,11495
LE4 3,7477
LE4 4,6670
LE4 5,12338
LE4 6,17638
LE4 7,12172
LE4 8,9732
LE4 9,10150
LE5 0,11857
LE5 1,21521
LE5 2,11689
LE5 3,12586
LE5 4,14487
LE5 5,17682
LE5 6,9801
LE6 0,12048
LE65 1,7158
LE65 2,9783
LE67 1,5964
LE67 2,9273
LE67 3,9909
LE67 4,11528
LE67 5,8370
LE67 6,7371
LE67 8,5989
LE67 9,6406
LE7 1,5336
LE7 2,8663
LE7 3,5851
LE7 4,3748
LE7 7,15691
LE7 9,11956
LE8 0,8376
LE8 4,7039
LE8 5,8293
LE8 6,7337
LE8 8,5042
LE8 9,4590
LE9 1,3541
LE9 2,4849
LE9 3,3928
LE9 4,8001
LE9 6,9679
LE9 7,12656
LE9 8,9588
LE9 9,7741
LL11 1,617
LL11 2,7275
LL11 3,6881
LL11 4,9536
LL11 5,6954
LL11 6,7056
LL12 0,7972
LL12 7,7214
LL12 8,7621
LL12 9,5255
LL13 0,7795
LL13 7,8430
LL13 8,8088
LL13 9,11663
LL14 1,4950
LL14 2,8073
LL14 3,6917
LL14 4,3910
LL14 5,5005
LL14 6,4351
LL15 1,7086
LL15 2,3653
LL16 3,6322
LL16 4,5155
LL16 5,3960
LL17 0,5411
LL18 1,4315
LL18 2,7870
LL18 3,5271
LL18 4,11584
LL18 5,9491
LL18 6,3762
LL19 7,7227
LL19 8,7303
LL19 9,5414
LL20 7,4461
LL20 8,3420
LL21 0,2852
LL21 9,3536
LL22 7,7950
LL22 8,5884
LL22 9,4579
LL23 7,4220
LL24 0,1953
LL25 0,472
LL26 0,4378
LL27 0,757
LL28 4,7977
LL28 5,5770
LL29 6,2025
LL29 7,4715
LL29 8,6877
LL29 9,6939
LL30 1,9272
LL30 2,7086
LL30 3,4605
LL31 9,10205
LL32 8,6647
LL33 0,3754
LL34 6,4283
LL35 0,668
LL36 0,1207
LL36 9,3233
LL37 2,537
LL38 2,686
LL39 1,216
LL40 1,2057
LL40 2,1997
LL41 3,2876
LL41 4,3208
LL42 1,2182
LL43 2,485
LL44 2,953
LL45 2,592
LL46 2,1601
LL47 6,518
LL48 6,2441
LL49 9,4141
LL51 9,819
LL52 0,2732
LL53 5,4439
LL53 6,5266
LL53 7,2921
LL53 8,3414
LL54 5,2930
LL54 6,4195
LL54 7,4098
LL55 1,5346
LL55 2,7016
LL55 3,2998
LL55 4,6211
LL56 4,2349
LL57 1,5929
LL57 2,9527
LL57 3,5563
LL57 4,5821
LL58 8,3516
LL59 5,5220
LL60 6,3014
LL61 5,2882
LL61 6,3222
LL62 5,1791
LL63 5,1257
LL64 5,780
LL65 1,5834
LL65 2,8252
LL65 3,6451
LL65 4,3396
LL66 0,236
LL66 9,20
LL67 0,1242
LL68 0,1280
LL68 9,4734
LL69 9,752
LL70 9,286
LL71 7,513
LL71 8,1382
LL72 8,705
LL73 8,243
LL74 8,2234
LL75 7,42
LL75 8,1423
LL76 8,266
LL77 7,7199
LL77 8,233
LL78 7,88
LL78 8,384
LN1 1,10574
LN1 2,12148
LN1 3,9391
LN1 4,204
LN10 5,762
LN10 6,5442
LN11 0,10461
LN11 7,5291
LN11 8,8355
LN11 9,5501
LN12 1,5510
LN12 2,7884
LN13 0,2771
LN13 9,5451
LN2 1,2099
LN2 2,11618
LN2 3,6947
LN2 4,14367
LN2 5,7194
LN3 4,6818
LN3 5,3494
LN4 1,11371
LN4 2,8699
LN4 3,8335
LN4 4,12169
LN5 0,6110
LN5 7,8004
LN5 8,9697
LN5 9,12611
LN6 0,13952
LN6 3,3638
LN6 4,518
LN6 5,3219
LN6 7,14681
LN6 8,10759
LN6 9,17910
LN7 6,6429
LN8 2,1826
LN8 3,9603
LN8 5,3366
LN8 6,2895
LN9 5,5081
LN9 6,5099
LS1 2,467
LS1 3,886
LS1 4,2418
LS1 5,310
LS1 6,300
LS1 7,96
LS10 1,4720
LS10 2,4312
LS10 3,13383
LS10 4,17652
LS10 9,1
LS11 0,4410
LS11 5,5550
LS11 6,7856
LS11 7,9709
LS11 8,8224
LS11 9,4155
LS12 1,5709
LS12 2,8265
LS12 3,8992
LS12 4,9304
LS12 5,9611
LS12 6,2304
LS13 1,7352
LS13 2,11700
LS13 3,7824
LS13 4,10189
LS14 1,9031
LS14 2,5620
LS14 3,3198
LS14 5,7866
LS14 6,13289
LS15 0,8221
LS15 4,4895
LS15 5,19
LS15 7,9136
LS15 8,9818
LS15 9,3852
LS16 5,7428
LS16 6,10174
LS16 7,11176
LS16 8,4943
LS16 9,3930
LS17 0,1435
LS17 5,7838
LS17 6,10402
LS17 7,9615
LS17 8,11256
LS17 9,4365
LS18 4,11363
LS18 5,10570
LS19 6,6902
LS19 7,13492
LS2 3,1009
LS2 7,2328
LS2 8,2916
LS2 9,5649
LS20 8,6920
LS20 9,6311
LS21 1,6416
LS21 2,7422
LS21 3,4710
LS22 4,1881
LS22 5,3857
LS22 6,6608
LS22 7,4478
LS23 6,8070
LS23 7,1772
LS24 8,3250
LS24 9,9145
LS25 1,7823
LS25 2,7713
LS25 3,1560
LS25 4,2107
LS25 5,5062
LS25 6,8834
LS25 7,10343
LS26 0,13913
LS26 8,12727
LS26 9,4714
LS27 0,8148
LS27 7,10544
LS27 8,10830
LS27 9,8762
LS28 5,12996
LS28 6,3402
LS28 7,10500
LS28 8,8309
LS28 9,6444
LS29 0,5135
LS29 6,6381
LS29 7,7252
LS29 8,8400
LS29 9,5693
LS3 1,5414
LS4 2,9401
LS5 2,30
LS5 3,8411
LS6 1,17191
LS6 2,11079
LS6 3,11938
LS6 4,9580
LS7 1,5231
LS7 2,8497
LS7 3,8997
LS7 4,9098
LS8 1,10352
LS8 2,13007
LS8 3,13333
LS8 4,6372
LS8 5,8565
LS9 0,7078
LS9 6,14205
LS9 7,9096
LS9 8,6749
LS9 9,6435
LU1 1,15981
LU1 2,2063
LU1 3,11784
LU1 4,6233
LU1 5,14450
LU2 0,14476
LU2 7,21798
LU2 8,13008
LU2 9,12333
LU3 1,24467
LU3 2,16320
LU3 3,19892
LU3 4,5231
LU4 0,18113
LU4 8,17552
LU4 9,22068
LU5 4,14795
LU5 5,18581
LU5 6,8707
LU6 1,13518
LU6 2,8668
LU6 3,12304
LU7 0,9780
LU7 1,5177
LU7 2,11343
LU7 3,15363
LU7 4,9944
LU7 9,9808
M1 1,809
M1 2,2805
M1 3,1517
M1 4,278
M1 5,3299
M1 6,771
M1 7,2316
M11 1,6430
M11 2,4330
M11 3,4524
M11 4,9116
M12 4,7888
M12 5,10251
M12 6,1295
M13 0,16490
M13 9,7794
M14 4,11491
M14 5,10595
M14 6,20176
M14 7,14442
M15 4,11070
M15 5,7174
M15 6,7966
M16 0,9036
M16 7,7960
M16 8,11253
M16 9,9531
M17 1,4
M17 8,1
M18 7,14669
M18 8,12127
M19 1,12839
M19 2,13541
M19 3,11022
M2 1,24
M2 4,56
M2 5,14
M2 6,82
M2 7,53
M20 1,8572
M20 2,11624
M20 3,6426
M20 4,10497
M20 5,4701
M20 6,7948
M21 0,6068
M21 7,8671
M21 8,5656
M21 9,8633
M22 0,4077
M22 1,8148
M22 4,10836
M22 5,6933
M22 8,5735
M22 9,9863
M23 0,9478
M23 1,8627
M23 2,6345
M23 9,8303
M24 1,11449
M24 2,13744
M24 4,10851
M24 5,9249
M24 6,5374
M25 0,9502
M25 1,7812
M25 2,3629
M25 3,3894
M25 9,8039
M26 1,11021
M26 2,7014
M26 3,10313
M26 4,8772
M27 0,6744
M27 4,5754
M27 5,8513
M27 6,5511
M27 8,10275
M27 9,6311
M28 0,5609
M28 1,10775
M28 2,6271
M28 3,13428
M28 7,7477
M29 7,13657
M29 8,10478
M3 1,1759
M3 2,127
M3 3,551
M3 4,2675
M3 5,2257
M3 6,4450
M3 7,4527
M30 0,12180
M30 7,9497
M30 8,10133
M30 9,8654
M31 4,8176
M32 0,10573
M32 8,7525
M32 9,11402
M33 2,13399
M33 3,12407
M33 4,13765
M33 5,10127
M33 6,6938
M33 7,5288
M34 2,10000
M34 3,8711
M34 5,13936
M34 6,6681
M34 7,8437
M35 0,12317
M35 9,9138
M38 0,3462
M38 9,11627
M4 1,1984
M4 2,58
M4 3,24
M4 4,4686
M4 5,2331
M4 6,4756
M4 7,3861
M40 0,5525
M40 1,6277
M40 2,6150
M40 3,7622
M40 5,4914
M40 7,6192
M40 8,4278
M40 9,5284
M41 0,6142
M41 5,6591
M41 6,7119
M41 7,5740
M41 8,6709
M41 9,9424
M43 6,10133
M43 7,13801
M44 5,7937
M44 6,11983
M45 6,6039
M45 7,9145
M45 8,8109
M46 0,11653
M46 9,11766
M5 3,7128
M5 4,8536
M5 5,5532
M50 1,954
M50 2,1929
M50 3,3496
M6 5,10064
M6 6,7011
M6 7,9248
M6 8,9902
M60 1,2
M60 7,69
M7 1,6704
M7 2,7183
M7 3,5985
M7 4,16131
M7 9,2
M8 0,11194
M8 4,8784
M8 5,7267
M8 8,4312
M8 9,4677
M9 0,4756
M9 4,9213
M9 5,4324
M9 6,9696
M9 7,6959
M9 8,9380
ME1 1,6382
ME1 2,14791
ME1 3,12659
ME10 1,13869
ME10 2,15353
ME10 3,9734
ME10 4,9975
ME10 5,3679
ME11 5,3936
ME12 1,7351
ME12 2,13057
ME12 3,14263
ME12 4,8290
ME13 0,2991
ME13 7,9265
ME13 8,11368
ME13 9,5318
ME14 1,4074
ME14 2,11199
ME14 3,2293
ME14 4,6007
ME14 5,10713
ME15 0,4187
ME15 6,12865
ME15 7,11468
ME15 8,12593
ME15 9,12197
ME16 0,14394
ME16 8,12714
ME16 9,7308
ME17 1,6700
ME17 2,4056
ME17 3,7029
ME17 4,9131
ME18 5,4455
ME18 6,2655
ME19 4,9556
ME19 5,8183
ME19 6,7877
ME2 1,6605
ME2 2,15814
ME2 3,12668
ME2 4,7736
ME20 6,13472
ME20 7,8304
ME3 0,1731
ME3 7,6636
ME3 8,10133
ME3 9,11742
ME4 3,3677
ME4 4,4948
ME4 5,14324
ME4 6,10552
ME5 0,12208
ME5 7,12907
ME5 8,15222
ME5 9,11828
ME6 5,11844
ME7 1,12912
ME7 2,12970
ME7 3,8319
ME7 4,9301
ME7 5,9891
ME8 0,9965
ME8 6,10374
ME8 7,8236
ME8 8,10284
ME8 9,11965
ME9 0,2676
ME9 7,7866
ME9 8,7570
ME9 9,5548
MK1 1,673
MK10 7,10149
MK10 9,14324
MK11 1,6025
MK11 2,1847
MK11 3,3
MK11 4,2509
MK12 5,9474
MK12 6,5014
MK13 0,5108
MK13 7,8098
MK13 8,3234
MK13 9,2798
MK14 5,7874
MK14 6,7339
MK14 7,6111
MK15 0,869
MK15 8,1831
MK15 9,4183
MK16 0,5833
MK16 8,8010
MK16 9,5270
MK17 0,6384
MK17 7,642
MK17 8,8386
MK17 9,4946
MK18 1,10189
MK18 2,6276
MK18 3,6871
MK18 4,4055
MK18 5,2261
MK18 6,42
MK18 7,4968
MK19 6,7234
MK19 7,5316
MK2 2,8047
MK2 3,9089
MK3 5,10435
MK3 6,6776
MK3 7,10629
MK4 1,5758
MK4 2,5124
MK4 3,3928
MK4 4,9832
MK40 1,4590
MK40 2,8306
MK40 3,8831
MK40 4,17674
MK41 0,10497
MK41 6,4523
MK41 7,12222
MK41 8,7420
MK41 9,9058
MK42 0,15677
MK42 6,4417
MK42 7,11004
MK42 8,10763
MK42 9,14580
MK43 0,15407
MK43 1,661
MK43 2,713
MK43 7,7348
MK43 8,7191
MK43 9,11173
MK44 1,5239
MK44 2,3780
MK44 3,7517
MK45 1,13306
MK45 2,12287
MK45 3,7839
MK45 4,11003
MK45 5,5007
MK46 4,3528
MK46 5,5863
MK5 6,5832
MK5 7,6867
MK5 8,3147
MK6 2,11129
MK6 3,6125
MK6 4,6417
MK6 5,5937
MK7 6,2723
MK7 7,7258
MK7 8,4809
MK8 0,4615
MK8 1,3336
MK8 8,4214
MK8 9,3090
MK9 1,149
MK9 2,1743
MK9 3,1800
MK9 4,1012
N1 0,11053
N1 1,9738
N1 2,10939
N1 3,8718
N1 4,8445
N1 5,10082
N1 6,7777
N1 7,12761
N1 8,8106
N1 9,6234
N10 1,8864
N10 2,9452
N10 3,9168
N11 1,10767
N11 2,11126
N11 3,9504
N12 0,8657
N12 7,6115
N12 8,7850
N12 9,8074
N13 4,13294
N13 5,13271
N13 6,7102
N14 4,11090
N14 5,6628
N14 6,7455
N14 7,6249
N15 3,10484
N15 4,12724
N15 5,9945
N15 6,15273
N16 0,8081
N16 5,16055
N16 6,15048
N16 7,11683
N16 8,11169
N16 9,6393
N17 0,11797
N17 6,19822
N17 7,10410
N17 8,8855
N17 9,17929
N18 1,17064
N18 2,17319
N18 3,4
N19 3,13665
N19 4,9920
N19 5,11417
N1C 4,2410
N2 0,9947
N2 8,6602
N2 9,8068
N20 0,11124
N20 8,4116
N20 9,4874
N21 1,8912
N21 2,7661
N21 3,7691
N22 5,13279
N22 6,13085
N22 7,7471
N22 8,9724
N3 1,9502
N3 2,9287
N3 3,7973
N4 1,13823
N4 2,18730
N4 3,13409
N4 4,7220
N5 1,12557
N5 2,13167
N6 4,5101
N6 5,10326
N6 6,2828
N7 0,11882
N7 6,7114
N7 7,8853
N7 8,11440
N7 9,11542
N8 0,11311
N8 7,10855
N8 8,8070
N8 9,9821
N9 0,12221
N9 7,10706
N9 8,12993
N9 9,17125
NE1 1,544
NE1 2,4157
NE1 3,1320
NE1 4,3498
NE1 5,1240
NE1 6,1567
NE1 7,195
NE1 8,829
NE10 0,8088
NE10 8,17035
NE10 9,9091
NE11 0,4161
NE11 9,11808
NE12 5,1904
NE12 6,9475
NE12 7,5824
NE12 8,10056
NE12 9,9377
NE13 6,6785
NE13 7,6299
NE13 8,1116
NE13 9,5955
NE15 0,2207
NE15 6,7377
NE15 7,9205
NE15 8,7961
NE15 9,7159
NE16 3,2863
NE16 4,6462
NE16 5,10309
NE16 6,5086
NE17 7,4563
NE18 0,944
NE19 1,1123
NE19 2,939
NE2 1,12464
NE2 2,6910
NE2 3,7273
NE2 4,6005
NE20 0,2327
NE20 9,10254
NE21 4,6410
NE21 5,4981
NE21 6,6304
NE22 5,8399
NE22 6,6047
NE22 7,3499
NE23 1,4570
NE23 2,5270
NE23 3,5452
NE23 6,10633
NE23 7,10219
NE23 8,3373
NE24 1,3481
NE24 2,5580
NE24 3,12006
NE24 4,10019
NE24 5,9274
NE25 0,9715
NE25 8,9184
NE25 9,11486
NE26 1,5223
NE26 2,4333
NE26 3,5486
NE26 4,4124
NE27 0,16348
NE28 0,8768
NE28 6,5409
NE28 7,8569
NE28 8,9167
NE28 9,14643
NE29 0,6190
NE29 6,7943
NE29 7,8159
NE29 8,9030
NE29 9,4422
NE3 1,8621
NE3 2,12959
NE3 3,12483
NE3 4,10605
NE3 5,8257
NE30 1,1495
NE30 2,7561
NE30 3,8287
NE30 4,4509
NE31 1,11507
NE31 2,11438
NE32 3,5106
NE32 4,10033
NE32 5,9286
NE33 1,1373
NE33 2,5856
NE33 3,7437
NE33 4,6792
NE33 5,4484
NE34 0,9900
NE34 6,8476
NE34 7,11256
NE34 8,10808
NE34 9,11234
NE35 9,6276
NE36 0,6698
NE37 1,9267
NE37 2,6838
NE37 3,3721
NE38 0,8726
NE38 7,8754
NE38 8,9186
NE38 9,4951
NE39 1,3811
NE39 2,4799
NE4 5,9311
NE4 6,7549
NE4 7,2902
NE4 8,9494
NE4 9,13044
NE40 3,7580
NE40 4,8054
NE41 8,2155
NE42 5,6829
NE42 6,5631
NE43 7,4445
NE44 6,1066
NE45 5,3583
NE46 1,4244
NE46 2,4523
NE46 3,3122
NE46 4,3163
NE47 0,907
NE47 5,1142
NE47 6,2169
NE47 7,1022
NE47 8,466
NE47 9,1961
NE48 1,677
NE48 2,1747
NE48 3,1167
NE48 4,541
NE49 0,1241
NE49 9,2981
NE5 1,8866
NE5 2,14671
NE5 3,10946
NE5 4,8984
NE5 5,6602
NE6 1,3444
NE6 2,12593
NE6 3,7838
NE6 4,12240
NE6 5,14594
NE61 1,3643
NE61 2,10261
NE61 3,4716
NE61 4,1048
NE61 5,8008
NE61 6,6365
NE62 5,9052
NE63 0,7589
NE63 8,8568
NE63 9,12084
NE64 6,5892
NE65 0,7872
NE65 7,3717
NE65 8,2631
NE65 9,7338
NE66 1,7057
NE66 2,4370
NE66 3,4317
NE66 4,1500
NE66 5,344
NE67 5,877
NE68 7,1693
NE69 7,326
NE7 7,14867
NE70 7,1779
NE71 6,2944
NE8 1,6266
NE8 2,6821
NE8 3,7707
NE8 4,11626
NE9 5,10242
NE9 6,15388
NE9 7,11191
NE99 1,3
NG1 1,3247
NG1 2,508
NG1 3,3047
NG1 4,4245
NG1 5,2979
NG1 6,1235
NG1 7,1298
NG10 1,8274
NG10 2,4869
NG10 3,14482
NG10 4,10660
NG10 5,9135
NG11 0,2399
NG11 6,8776
NG11 7,4928
NG11 8,13662
NG11 9,9277
NG12 1,2726
NG12 2,6077
NG12 3,11773
NG12 4,6604
NG12 5,8590
NG13 0,4629
NG13 7,439
NG13 8,12747
NG13 9,5409
NG14 5,4384
NG14 6,9719
NG14 7,5880
NG15 0,2571
NG15 5,1
NG15 6,16616
NG15 7,13289
NG15 8,7402
NG15 9,5847
NG16 1,9649
NG16 2,16168
NG16 3,11255
NG16 4,5908
NG16 5,9825
NG16 6,11308
NG17 1,6796
NG17 2,14371
NG17 3,8801
NG17 4,10470
NG17 5,7129
NG17 7,9189
NG17 8,12362
NG17 9,6205
NG18 1,1760
NG18 2,8654
NG18 3,11084
NG18 4,13274
NG18 5,9455
NG18 6,825
NG18 9,3
NG19 0,12310
NG19 6,11767
NG19 7,9907
NG19 8,10850
NG19 9,9555
NG2 1,2619
NG2 2,6220
NG2 3,2562
NG2 4,10347
NG2 5,9715
NG2 6,12172
NG2 7,16758
NG20 0,9687
NG20 8,11053
NG20 9,7170
NG21 0,12731
NG21 9,11852
NG22 0,6944
NG22 8,8172
NG22 9,12924
NG23 5,7442
NG23 6,5663
NG23 7,4998
NG24 1,8134
NG24 2,10680
NG24 3,15142
NG24 4,14326
NG25 0,9165
NG3 1,5303
NG3 2,5966
NG3 3,8294
NG3 4,4233
NG3 5,11079
NG3 6,10073
NG3 7,7147
NG31 6,3989
NG31 7,15119
NG31 8,14917
NG31 9,13339
NG32 1,4640
NG32 2,3673
NG32 3,4845
NG33 4,4618
NG33 5,5125
NG34 0,6065
NG34 6,46
NG34 7,13387
NG34 8,12729
