name,population
DERRICK,8
DERYN,7
DESHAWN,3
DESIRE,8
DESIREE,11
DESMOND,11
DESPINA,5
DESTINEE,4
DESTINY,81
DESTINY-RAE,4
DESTINY-ROSE,4
DEUS,3
DEV,26
DEVA,4
DEVAN,19
DEVANSH,17
DEVANSHI,5
DEVANYA,3
DEVARSH,3
DEVEN,6
DEVI,8
DEVIKA,6
DEVIN,20
DEVINA,8
DEVIS,3
DEVLIN,4
DEVOIRAH,3
DEVOIRY,4
DEVON,59
DEVONTAE,6
DEVONTE,4
DEVORA,5
DEVORAH,7
DEVYAN,3
DEWAN,4
DEWI,22
DEX,7
DEXIE,3
DEXTER,427
DEYA,6
DEYAN,3
DEYANA,3
DHALIA,4
DHANIKA,3
DHANUSH,4
DHANVI,7
DHANVIKA,5
DHEERAN,6
DHIAAN,5
DHIAN,6
DHILAN,5
DHILLON,4
DHIYA,10
DHIYAN,5
DHRISH,4
DHRITI,9
DHRIYA,4
DHRU,3
DHRUV,35
DHRUVA,4
DHRUVANSH,3
DHRUVI,4
DHVANI,5
DHVEN,3
DHWANI,3
DHYAAN,3
DHYAN,11
DHYANA,7
DHYANI,4
DHYEY,6
DIA,10
DIACO,3
DIAKO,3
DIAMOND,16
DIAN,5
DIANA,179
DIANE,10
DIANNE,3
DIAR,7
DIARA,6
DIEGO,96
DIELLZA,5
DIGBY,33
DILA,9
DILAN,36
DILANAS,4
DILARA,23
DILAWAR,3
DILJOT,5
DILLAN,12
DILLON,72
DILNAAZ,3
DILRAJ,9
DILSHER,5
DILYS,3
DIMA,9
DIMITAR,14
DIMITRI,8
DIMITRIE,8
DIMITRIOS,13
DIMITRIS,8
DIMYANA,3
DINA,38
DINAH,4
DINI,5
DINIS,5
DINO,4
DIOGO,8
DION,76
DIONA,4
DIOR,38
DIORA,8
DISHA,3
DITYA,6
DIVINA,3
DIVINE,20
DIVISHA,6
DIVIT,4
DIVLEEN,3
DIVYAN,3
DIVYANSHI,3
DIXIE,34
DIYA,52
DIYAAN,7
DIYAKO,3
DIYAN,25
DIYANA,11
DIYAR,9
DIYON,5
DIYOR,3
DJANGO,3
DMITRI,3
DMITRY,3
DOA,3
DOAA,3
DOLCE,10
DOLCIE,87
DOLCIE-LEIGH,6
DOLCIE-MAE,22
DOLCIE-MAI,3
DOLCIE-MAY,7
DOLCIE-RAE,7
DOLCIE-ROSE,4
DOLLIE,42
DOLLIE-MAE,9
DOLLIE-RAE,9
DOLLY,148
DOLLY-ANN,4
DOLLY-ANNA,3
DOLLY-MAE,14
DOLLY-MAY,3
DOLLY-RAE,9
DOLLY-ROSE,17
DOLORES,24
DOLTON,8
DOM,4
DOMANTAS,5
DOMAS,14
DOMENIC,4
DOMENICO,7
DOMINIC,504
DOMINIC-ANDREI,3
DOMINIC-IONUT,3
DOMINICK,7
DOMINIK,146
DOMINIKA,16
DOMINIQUE,8
DOMINYKAS,19
DON,3
DONALD,8
DONNA,4
DONNA-MARIE,3
DONNACHA,8
DONNIE,26
DONNY,19
DONOVAN,11
DONTAE,7
DONTAY,5
DONTE,5
DONYA,3
DORA,30
DORCAS,8
DORIAN,47
DORINA,3
DORIS,9
DOROTA,3
DOROTEA,3
DOROTEJA,3
DOROTHEA,40
DOROTHY,289
DORUK,6
DOTTI,3
DOTTIE,182
DOTTIE-MAE,5
DOTTIE-MAI,4
DOTTIE-ROSE,7
DOTTY,38
DOTTY-MAE,4
DOUG,4
DOUGIE,130
DOUGLAS,223
DOV,15
DOVE,3
DOVI,3
DOVID,10
DOVIE,3
DOVYDAS,4
DRACO,6
DRAE,4
DRAGOS,21
DRAKE,10
DRAYTON,3
DRE,7
DREAM,9
DREN,3
DREW,61
DRIN,4
DRINA,3
DRU,3
DU'AA,3
DUA,225
DUA-NOOR,3
DUA-NUR,3
DUAA,97
DUAA-NOOR,3
DUARTE,8
DUDLEY,4
DUGGIE,3
DUHA,10
DUKE,19
DULCE,3
DULCIE,65
DULCIE-MAE,7
DUMITRITA,3
DUMITRU,8
DUNCAN,13
DUNYA,14
DURAN,3
DURU,3
DUSAN,3
DUSTIE,4
DUSTIN,13
DUSTY,47
DWAYNE,11
DWIJ,4
DWYNWEN,3
DYFAN,11
DYLAN,1120
DYLAN-LEE,3
DYLANN,3
DYLLIS,3
EABHA,32
EADIE,90
EAMON,6
EAMONN,6
EAN,4
EARL,4
EASAH,4
EASHAN,3
EASON,10
EASTON,13
EBADAT,3
EBAN,12
EBBA,7
EBEN,30
EBENEZER,14
EBONIE,8
EBONY,76
EBONY-MAE,4
EBONY-ROSE,7
EBRAHIM,14
EBRIMA,4
EBUBECHI,3
EBUNOLUWA,3
ECATERINA,14
ECE,4
ECEM,3
ECHO,12
ECRIN,5
EDA,22
EDAN,21
EDDA,3
EDDIE,241
EDDISON,39
EDDY,17
EDEE,3
EDEN,812
EDEN-GRACE,4
EDEN-RAE,3
EDEN-ROSE,10
EDERSON,4
EDGAR,34
EDI,7
EDIE,446
EDIE-RAE,5
EDIE-ROSE,9
EDIN,5
EDINA,3
EDISON,126
EDITH,613
EDITH-ROSE,5
EDIZ,5
EDLYN,5
EDMOND,6
EDMUND,42
EDNA,8
EDOARDO,24
EDON,3
EDREES,3
EDRIS,6
EDRYD,3
EDSON,5
EDUARD,81
EDUARD-STEFAN,3
EDUARDO,24
EDVIN,4
EDVINAS,3
EDWARD,1806
EDWIN,74
EDWYN,10
EDYTH,8
EESA,293
EESAA,7
EESAH,18
EESHA,9
EESSA,3
EEVA,4
EEVEE,10
EEVIE,7
EFA,43
EFAN,32
EFE,16
EFFI,3
EFFIE,254
EFFIE-MAE,3
EFFIE-RAE,3
EFFIE-ROSE,3
EFFY,44
EFLIN,4
EFOSA,3
EFRAIM,12
EFRATA,5
EFREM,9
EGAN,3
EGE,6
EGYPT,4
EHAAN,7
EHAB,7
EHAN,17
EHSAAN,4
EHSAN,16
EIDA,3
EIDAN,3
EIDEE,3
EIDEN,10
EIDIE,4
EIFION,3
EIJAZ,3
EILA,23
EILAH,8
EILEEN,32
EILIDH,28
EILISH,7
EILIYAH,29
EIMAAN,7
EIMEAR,11
EINAR,3
EIRA,129
EIRAH,3
EIREANN,7
EIRI,6
EIRINI,6
EIRINN,3
EIRLYS,4
EIRWEN,4
EISA,49
EISAH,5
EISSA,4
EITAN,4
EITHAN,5
EIVA,8
EIVOR,3
EIWA,3
EKAM,50
EKAMJOT,10
EKAMPREET,5
EKAMVEER,6
EKANSH,3
EKATERINA,5
EKNOOR,16
EKTORAS,6
EL,6
ELA,65
ELA'NUR,3
ELAF,8
ELAIA,27
ELAIN,5
ELAINA,34
ELAINA-MAY,3
ELAINE,21
ELAIYA,8
ELAIZA,3
ELAN,13
ELANA,21
ELANOOR,6
ELANOR,7
ELANUR,5
ELARA,75
ELARIA,4
ELAURA,4
ELAYA,14
ELAYAH,4
ELAYNA,26
ELBA,4
ELBIE,6
ELCHONON,5
ELDANA,7
ELDAR,3
ELDEN,4
ELDON,6
ELEA,15
ELEANA,3
ELEANOR,915
ELEANOR-MAE,3
ELEANOR-ROSE,5
ELEANORA,22
ELEANORE,6
ELEAZAR,5
ELECTRA,9
ELEEN,6
ELEENA,6
ELEEZA,3
ELEFTHERIA,6
ELEFTHERIOS,3
ELEKTRA,10
ELEN,13
ELENA,343
ELENA-ROSE,5
ELENI,48
ELENOR,3
ELENORA,3
ELEONOR,4
ELEONORA,25
ELEONORE,6
ELERI,52
ELETTRA,4
ELEYA,5
ELEYNA,8
ELFIE,3
ELFRIDA,3
ELFYN,5
ELGAN,7
ELHAAM,3
ELHADJ,3
ELHAM,9
ELI,574
ELI-JAMES,3
ELIA,46
ELIAB,16
ELIAH,5
ELIAKIM,3
ELIAM,5
ELIAN,31
ELIANA,270
ELIANA-GRACE,3
ELIANAH,5
ELIANE,3
ELIANNA,17
ELIAS,547
ELIASZ,3
ELICIA,3
ELIE,4
ELIEZER,11
ELIF,44
ELIGH,8
ELIJA,13
ELIJAH,1657
ELIJAH-BLU,3
ELIJAH-JAMES,9
ELIJAH-JAY,5
ELIJAH-LEE,10
ELIJAH-THOMAS,3
ELIJUS,7
ELIM,4
ELIN,52
ELINA,50
ELINE,11
ELINOR,30
ELIO,67
ELION,5
ELIORA,22
ELIOS,3
ELIOT,23
ELIOTS,3
ELIOTT,11
ELIRA,4
ELIS,157
ELISA,109
ELISABETA,12
ELISABETH,35
ELISABETTA,7
ELISE,157
ELISEI,32
ELISEO,6
ELISHA,39
ELISHEBA,3
ELISHEVA,10
ELISIA,9
ELISKA,8
ELISSA,47
ELISSIA,11
ELITA,6
ELIUD,4
ELIVIA,3
ELIYA,20
ELIYAH,11
ELIYAHU,3
ELIYANA,9
ELIYANAH,12
ELIYAS,14
ELIYOHU,6
ELIZ,16
ELIZA,1064
ELIZA-BETH,3
ELIZA-GRACE,8
ELIZA-MAE,9
ELIZA-MAI,3
ELIZA-MAY,4
ELIZA-NOOR,3
ELIZA-RAE,7
ELIZA-ROSE,18
ELIZABETE,4
ELIZABETH,862
ELIZABETH-ROSE,7
ELIZAH,13
ELIZAVETA,4
ELJAY,5
ELKIE,13
ELLA,1756
ELLA-GRACE,24
ELLA-JADE,7
ELLA-JANE,4
ELLA-JAYNE,3
ELLA-LOUISE,23
ELLA-MAE,55
ELLA-MAI,11
ELLA-MARIE,10
ELLA-MAY,15
ELLA-NOOR,3
ELLA-RAE,23
ELLA-ROSE,156
ELLAH,4
ELLAMAE,4
ELLANA,4
ELLANOR,3
ELLAROSE,3
ELLE,88
ELLEANOR,5
ELLEN,56
ELLENA,13
ELLERY,15
ELLI,3
ELLIA,15
ELLIANA,46
ELLIANNA,15
ELLIARNA,3
ELLIAS,9
ELLIE,638
ELLIE-GRACE,6
ELLIE-LOUISE,4
ELLIE-MAE,77
ELLIE-MAI,14
ELLIE-MAY,21
ELLIE-RAE,7
ELLIE-ROSE,17
ELLIEANA,3
ELLINA,4
ELLIOT,673
ELLIOTT,574
ELLIS,704
ELLISE,3
ELLISON,14
ELLIW,3
ELLIYAH,3
ELLOISE,7
ELLORA,13
ELLOUISE,4
ELLOWYN,3
ELLSIE,7
ELLY,12
ELLYA,3
ELLYANA,3
ELLYN,5
ELLYSE,6
ELMA,11
ELNA,3
ELNAZ,4
ELOA,3
ELOAH,3
ELODI,5
ELODIE,576
ELODIE-MAE,4
ELODIE-RAE,3
ELODIE-ROSE,6
ELODY,5
ELOGHOSA,3
ELOHIM,3
ELOISA,11
ELOISE,492
ELON,16
ELORA,93
ELORAH,3
ELOUISE,35
ELOWEN,51
ELOWYN,20
ELROI,5
ELROY,5
ELSA,69
ELSBETH,7
ELSEY,3
ELSI,27
ELSIA,3
ELSIE,1840
ELSIE-ANN,4
ELSIE-GRACE,7
ELSIE-JAE,3
ELSIE-JANE,5
ELSIE-JAYNE,5
ELSIE-JEAN,3
ELSIE-JO,3
ELSIE-LEIGH,5
ELSIE-LOU,6
ELSIE-LOUISE,5
ELSIE-MAE,81
ELSIE-MAI,14
ELSIE-MARIE,4
ELSIE-MAY,30
ELSIE-RAE,19
ELSIE-ROSE,39
ELSPETH,37
ELSWYTH,4
ELTON,12
ELVA,19
ELVI,4
ELVIA,3
ELVIE,10
ELVIN,17
ELVINA,5
ELVIRA,7
ELVIS,29
ELVY,3
ELWIN,3
ELWOOD,33
ELWYN,6
ELY,3
ELYA,3
ELYAN,7
ELYANA,17
ELYANNA,3
ELYAS,47
ELYON,6
ELYS,6
ELYSA,4
ELYSE,21
ELYSIA,41
ELYSSA,14
ELYSSIA,7
ELYZA,66
ELYZA-NOOR,3
ELYZA-NUR,13
ELZA,9
EMA,52
EMAAN,78
EMAANI,3
EMAD,8
EMAN,16
EMANA,3
EMANI,6
EMANUEL,37
EMANUELA,10
EMANUELE,3
EMAYA,3
EMBER,123
EMBER-ROSE,7
EMBERLY,3
EMBLA,3
EMEKA,5
EMEL,14
EMELI,3
EMELIA,142
EMELIA-ROSE,6
EMELIE,6
EMELINE,7
EMELY,4
EMER,5
EMERALD,19
EMERIC,3
EMERIE,3
EMERSON,64
EMERSYN,5
EMERY,17
EMI,28
EMIE,18
EMIKO,4
EMIL,50
EMILA,3
EMILE,34
EMILEE,8
EMILI,3
EMILIA,1353
EMILIA-GRACE,3
EMILIA-MAE,3
EMILIA-ROSE,10
EMILIAN,9
EMILIANA,5
EMILIANO,12
EMILIE,94
EMILIE-ROSE,6
EMILIJA,17
EMILIO,73
EMILIS,11
EMILIYA,6
EMILLY,9
EMILS,5
EMILY,1797
EMILY-ANN,3
EMILY-GRACE,4
EMILY-JANE,3
EMILY-MAE,3
EMILY-MARIA,4
EMILY-ROSE,26
EMIN,13
EMINA,3
EMINE,5
EMIR,51
EMIRA,10
EMIRAH,3
EMIRHAN,3
EMLYN,8
EMMA,860
EMMA-LOUISE,3
EMMANUEL,125
EMMANUELA,3
EMMANUELLA,20
EMMANUELLE,3
EMME,20
EMMELIA,4
EMMELINE,148
EMMERSON,4
EMMET,5
EMMETT,56
EMMI,15
EMMI-ROSE,3
EMMIE,230
EMMIE-MAE,4
EMMIE-RAE,6
EMMIE-ROSE,10
EMMY,94
EMNET,3
EMORY,5
EMRAH,3
EMRE,33
EMRIS,5
EMRYS,58
EMY,5
EMYR,3
ENA,17
ENAS,5
ENAYA,9
ENAYAH,6
ENDA,5
ENDRI,3
ENEA,10
ENEKO,3
ENES,16
ENFYS,11
ENID,37
ENIOLA,12
ENIS,7
ENLLI,7
ENNIO,5
ENNIS,4
ENO,4
ENOCH,19
ENOH,6
ENOLA,51
ENOLA-ROSE,3
ENRICO,13
ENRIQUE,7
ENSLEY,4
ENVER,3
ENYA,60
ENYS,6
ENZE,3
ENZO,380
ENZO-LEE,3
EOGHAN,11
EOIN,42
EOS,4
EOWYN,16
EPHRAIM,15
EPHRATA,3
EPHRIAM,3
ERA,7
ERALD,4
ERAY,7
ERDEM,4
EREN,26
ERES,3
EREZ,3
ERFAN,3
ERIC,437
ERIC-STEFAN,3
ERICA,112
ERICK,35
ERICKA,3
ERIK,151
ERIKA,69
ERIKAS,4
ERIN,890
ERIN-ROSE,3
ERINA,23
ERINN,5
ERIOLUWA,4
ERION,3
ERIS,23
ERISHA,4
ERKAN,3
ERMIAS,17
ERMIS,3
ERNEST,153
ERNESTO,10
ERNIE,136
ERON,6
EROS,7
ERROL,11
ERTUGRUL,4
ERUM,5
ERVA,3
ERVIN,6
ERYK,24
ERYN,40
ESA,52
ESAM,4
ESCA,7
ESE,3
ESEOGHENE,3
ESEOSA,4
ESHA,19
ESHAAL,68
ESHAAN,15
ESHAL,32
ESHAN,15
ESHANI,6
ESILA,5
ESLEM,7
ESMA,22
ESMAE,398
ESMAE-MARIE,3
ESMAE-ROSE,15
ESMAI,26
ESMAY,22
ESME,1013
ESME-GRACE,6
ESME-LOUISE,3
ESME-RAE,5
ESME-ROSE,31
ESMEA,3
ESMEE,82
ESMERALDA,32
ESMERAY,8
ESMERELDA,27
ESMI,3
ESMIE,3
ESOSA,3
ESPEN,5
ESRA,33
ESRAA,11
ESROM,6
ESSA,36
ESSAM,3
ESSIE,33
ESSIEN,4
ESTA,4
ESTE,5
ESTEBAN,5
ESTELLA,17
ESTELLE,35
ESTER,22
ESTERA,21
ESTHER,311
ESTI,7
ESTIE,3
ESTY,12
ESZTER,3
ETANA,3
ETANAS,3
ETHAN,1398
ETHAN-JAMES,5
ETHAN-JAY,3
ETHANIEL,4
ETHEL,28
ETIENNE,26
ETTA,263
ETTI,3
ETTIE,68
ETTORE,9
ETTY,22
EUAN,56
EUGENE,20
EUGENIA,7
EUGENIE,4
EULA,4
EUNICE,7
EUPHEMIA,4
EUROS,3
EVA,1091
EVA-GRACE,5
EVA-LEIGH,3
EVA-LILY,3
EVA-MAE,12
EVA-MARIA,18
EVA-MARIE,5
EVA-MAY,5
EVA-ROSE,14
EVAAN,12
EVAH,10
EVALEIGH,8
EVALIE,3
EVALINA,9
EVALYN,36
EVAN,343
EVANA,20
EVANAS,15
EVANDER,24
EVANGELIA,3
EVANGELINA,6
EVANGELINE,111
EVANGELOS,5
EVANI,4
EVANIA,4
EVANNA,17
EVANS,4
EVANSH,3
EVAYA,3
EVE,281
EVEE,5
EVELEEN,4
EVELEIGH,4
EVELIN,28
EVELINA,82
EVELINE,31
EVELYN,1729
EVELYN-GRACE,10
EVELYN-MAE,5
EVELYN-MARIA,4
EVELYN-MAY,4
EVELYN-RAE,4
EVELYN-ROSE,16
EVELYNA,5
EVELYNE,20
EVELYNN,27
EVELYNNE,9
EVER,4
EVEREST,11
EVERETT,26
EVERLEE,13
EVERLEIGH,153
EVERLEIGH-RAE,3
EVERLEIGH-ROSE,24
EVERLEY,49
EVERLI,3
EVERLIE,7
EVERLY,269
EVERLY-MAY,3
EVERLY-ROSE,7
EVERLYN,42
EVERLYNN,4
EVETTE,3
EVGENIA,3
EVIANNA,3
EVIE,1670
EVIE-ANN,3
EVIE-GRACE,16
EVIE-JAYNE,4
EVIE-JEAN,3
EVIE-LEE,3
EVIE-LEIGH,12
EVIE-LOUISE,4
EVIE-MAE,45
EVIE-MAI,11
EVIE-MARIE,5
EVIE-MAY,23
EVIE-RAE,4
EVIE-ROSE,63
EVIEE,3
EVIN,3
EVITA,3
EVLEEN,4
EVLYN,9
EVOLETTE,3
EVORA,5
EVRA,3
EVREN,7
EWA,10
EWAN,109
EWAOLUWA,4
EXCEL,4
EYAAD,3
EYAD,36
EYAL,4
EYAN,5
EYAS,3
EYDAN,3
EYDEN,5
EYITAYO,3
EYLUL,9
EYMEN,14
EYOB,3
EYRA,3
EYSAN,3
EYUP,3
EYVA,8
EZA,4
EZAAN,6
EZAN,5
EZANA,6
EZE,5
EZECHIEL,3
EZEKIAH,4
EZEKIEL,198
EZEL,11
EZEQUIEL,3
EZINNE,5
EZIO,6
EZMAE,28
EZMAE-ROSE,3
EZMAI,7
EZMAY,7
EZME,19
EZMEE,4
EZO,3
EZRA,1261
EZRA-JAMES,6
EZRA-JOHN,3
EZRAE,4
EZRAH,21
EZRI,21
EZRIEL,4
EZZAH,6
FAAIZ,6
FAAIZAH,4
FAARIS,11
FAATEH,3
FAATIHA,5
FAATIMA,7
FAATIMAH,11
FABEEHA,3
FABIAN,102
FABIANA,3
FABIHA,9
FABIO,16
FABLE,3
FADAK,3
FADI,4
FAE,10
FAELAN,3
FAHAD,24
FAHD,4
FAHEEM,7
FAHIM,6
FAHIMA,3
FAHMA,3
FAHMIDA,3
FAIGY,5
FAIQA,5
FAISAL,18
FAITH,290
FAIZ,11
FAIZA,24
FAIZAAN,10
FAIZAH,4
FAIZAN,32
FAJAR,11
FAJR,21
FALAK,16
FALAQ,8
FALCON,5
FALLON,38
FAOLAN,3
FARAH,47
FARAZ,4
FARDEEN,3
FAREED,4
FAREEDAH,5
FAREEHA,8
FARES,11
FARHAN,26
FARHEEN,3
FARIAH,4
FARIDA,13
FARIHA,11
FARIS,66
FARISHA,3
FARIZ,4
FARLEY,9
FARRAH,24
FARREN,3
FARRIS,3
FARUK,3
FARWA,3
FARWAH,4
FARYAL,10
FARZAN,3
FATEH,37
FATEHA,3
FATEHVEER,10
FATEMA,5
FATHIMA,10
FATIHA,14
FATIMA,397
FATIMA-ZAHRA,4
FATIMAH,147
FATIMAH-ZAHRA,3
FATIMATA,3
FATMA,13
FATME,3
FATOUMATA,16
FATOUMATTA,3
FATUMATA,4
FAUNA,3
FAUSTA,4
FAUSTAS,4
FAVOUR,11
FAWAD,6
FAWAZ,4
FAWN,6
FAY,11
FAYAAZ,3
FAYE,164
FAYHA,3
FAYTH,5
FAYYAZ,3
FAZAL,5
FEARNE,72
FEBE,4
FEDERICA,7
FEDERICO,26
FEDOR,3
FEIGA,3
FEIGY,5
FELICIA,14
FELICITAS,3
FELICITY,406
FELICJA,3
FELIKS,15
FELIPE,6
FELIX,807
FENELLA,10
FENIX,10
FENN,14
FENNE,3
FENNICK,3
FENRIR,9
FENTON,9
FERDINAND,15
FERGIE,3
FERGUS,66
FERGUSON,3
FERN,140
FERNANDA,3
FERNANDO,16
FERNE,55
FEROZE,4
FERRAN,3
FERRIS,5
FEYA,3
FFION,122
FFLUR,5
FFREDI,6
FIA,34
FIADH,131
FIFI,3
FILIP,290
FILIPPA,4
FILIPPO,20
FILIPPOS,6
FILOMENA,4
FILZA,5
FINAN,13
FINBAR,6
FINBARR,5
FINCH,7
FINDLAY,13
FINDLEY,3
FINEAS,5
FINIAN,3
FINLAY,293
FINLEE,8
FINLEY,2291
FINLEY-GEORGE,4
FINLEY-JAMES,6
FINLEY-JAY,3
FINLEY-RAY,3
FINLO,3
FINN,794
FINNAN,14
FINNBAR,6
FINNEAS,10
FINNEGAN,10
FINNIAN,33
FINNICK,6
FINNLAY,9
FINNLEY,171
FINOLA,6
FINTAN,7
FIONA,17
FIONN,61
FIORA,3
FIORELLA,7
FIRAS,4
FIRDAUS,7
FIYINFOLUWA,5
FIZA,13
FIZZA,3
FLAVIA,9
FLAVIO,7
FLAVIUS,5
FLETCHER,135
FLEUR,108
FLINT,6
FLO,18
FLOKI,3
FLORA,227
FLORENCE,2180
FLORENCE-IVY,5
FLORENCE-MAE,3
FLORENCE-ROSE,4
FLORENCIA,4
FLORENTINA,9
FLORI,7
FLORIAN,27
FLORIANA,5
FLORIE,12
FLORIN,11
FLORINA,6
FLORRIE,46
FLOSSIE,9
FLOSSY,3
FLOURISH,4
FLOYD,8
FLYNN,223
FODAY,3
FODEN,3
FOLARIN,3
FOLASADE,4
FORD,8
FOREST,70
FORREST,75
FOX,78
FOXX,11
FRADEL,4
FRADY,3
FRAISER,4
FRAIZER,3
FRANCES,100
FRANCESCA,466
FRANCESCO,57
FRANCHESCA,3
FRANCIE,6
FRANCINE,6
FRANCIS,250
FRANCISCA,13
FRANCISCO,37
FRANCISZEK,81
FRANCO,43
FRANCOIS,3
FRANEK,17
FRANK,285
FRANKEE,6
FRANKI,14
FRANKIE,1380
FRANKIE-JAMES,4
FRANKIE-JAY,4
FRANKIE-JOE,3
FRANKIE-LEE,14
FRANKIE-LEIGH,8
FRANKIE-LOUISE,5
FRANKIE-MAE,13
FRANKIE-MAY,3
FRANKIE-RAE,5
FRANKIE-RAY,3
FRANKIE-ROSE,7
FRANKLIN,184
FRANKLYN,10
FRANKY,48
FRANTISEK,3
FRASER,164
FRAYA,6
FRAZER,36
FRAZIER,7
FRED,67
FREDA,15
FREDDI,3
FREDDIE,2877
FREDDIE-GEORGE,3
FREDDIE-JAMES,16
FREDDIE-JAY,8
FREDDIE-JOE,4
FREDDIE-JOHN,4
FREDDIE-LEE,9
FREDDIE-RAY,6
FREDDY,161
FREDERIC,21
FREDERICA,6
FREDERICK,1017
FREDERICO,8
FREDERIK,19
FREDI,4
FREDRIC,3
FREDRICK,56
FREDRIK,22
FREEDA,3
FREIA,4
FREIDA,14
FREIDY,7
FREJA,39
FREY,9
FREYA,2187
FREYA-GRACE,6
FREYA-LEIGH,4
FREYA-LOUISE,6
FREYA-MAE,14
FREYA-MAI,4
FREYA-MARIE,4
FREYA-RAE,3
FREYA-ROSE,24
FREYAH,7
FREYJA,150
FREYJA-ROSE,3
FRIDA,63
FRIEDA,18
FRIEDRICH,4
FRIMET,5
FRYDERYK,6
FURQAN,5
FUTURE,3
FYFE,4
FYNLEY,9
FYNN,32
FYNNLEY,4
GABE,3
GABIA,4
GABIJA,15
GABOR,3
GABRIEL,752
GABRIELA,130
GABRIELE,30
GABRIELIS,3
GABRIELIUS,19
GABRIELLA,354
GABRIELLA-ROSE,3
GABRIELLE,66
GABRIELS,4
GADI,3
GAEL,17
GAIA,61
GAIUS,3
GAJA,11
GALA,5
GANEEV,3
GARETH,5
GARY,19
GASPARD,8
GASTON,3
GAURAV,5
GAURI,4
GAVIN,19
GAVRIEL,8
GELILA,11
GEMMA,14
GENE,32
GENESIS,17
GENEVIEVE,89
GENIE,5
GEO,3
GEOFFREY,12
GEORDIE,4
GEORGE,4141
GEORGE-JAMES,3
GEORGI,31
GEORGIA,501
GEORGIA-GRACE,3
GEORGIA-ROSE,4
GEORGIANA,35
GEORGIE,284
GEORGIE-GRACE,3
GEORGIE-MAE,3
GEORGIE-MARIE,3
GEORGIE-RAE,6
GEORGIE-ROSE,6
GEORGINA,151
GEORGIOS,18
GEORGY,4
GERAINT,3
GERALD,8
GERARD,23
GERGANA,4
GERRARD,8
GERRY,6
GERTRUDE,3
GETHIN,30
GETHYN,5
GHAITH,7
GHALIA,5
GHAZAL,6
GHAZI,3
GHULAM,4
GIA,62
GIAAN,6
GIACOMO,10
GIADA,5
GIAN,12
GIANA,10
GIANLUCA,11
GIANNA,121
GIANNI,12
GIAVANNA,10
GIBRIL,4
GIDEON,32
GIFT,5
GIFTY,3
GIGI,40
GIL,8
GILBERT,22
GILES,8
GILLIAN,5
GINA,5
GINEVRA,13
GINGER,5
GINNY,15
GINO,12
GINTARAS,3
GIO,18
GIOIA,5
GIORGIA,21
GIORGIO,30
GIOVANI,4
GIOVANNA,51
GIOVANNI,55
GISELE,6
GISELLE,12
GITA,3
GITTEL,8
GITTY,21
GIULIA,60
GIULIANA,4
GIULIANO,3
GIULIO,10
GIUSEPPE,10
GIYA,3
GLADYS,3
GLAIN,3
GLAUK,5
GLEN,3
GLENN,7
GLORIA,70
GLORY,8
GLYN,3
GLYNDWR,3
GNIEWKO,3
GODA,10
GODSTIME,3
GODWIN,3
GOKCE,4
GOLDA,5
GOLDIE,41
GOLDY,8
GONCALO,6
GORAN,3
GORDON,10
GOVIND,3
GRACE,1992
GRACE-MARIE,3
GRACELYN,12
GRACELYNN,3
GRACESON,3
GRACEY,13
GRACIE,632
GRACIE-ANN,4
GRACIE-BEAU,3
GRACIE-LEE,3
GRACIE-LEIGH,26
GRACIE-LOU,6
GRACIE-LOUISE,6
GRACIE-MAE,118
GRACIE-MAI,27
GRACIE-MAY,29
GRACIE-RAE,11
GRACIE-ROSE,14
GRACIOUS,3
GRACJAN,3
GRADY,4
GRAESON,3
GRAHAM,18
GRAISON,3
GRANT,9
GRANTAS,4
GRAY,51
GRAYSON,903
GRAYSON-JAMES,10
GRAYSON-JAY,3
GRAYSON-LEE,10
GREG,3
GREGOR,6
GREGORY,26
GRETA,35
GRETEL,3
GREY,21
GREYSON,131
GREYSON-LEE,3
GRIFF,23
GRIFFIN,35
GRIFFITH,7
GRIFFYDD,3
GRIGORE,5
GRIVA,3
GRUFF,15
GRUFFUDD,8
GRUFFYDD,42
GRYFF,9
GRYFFIN,3
GRYFFYN,4
GRZEGORZ,8
GUIDO,3
GUILHERME,9
GUILLERMO,3
GUINEVERE,13
GUL,3
GULED,3
GULLED,3
GUNEET,4
GUNES,3
GUNEY,3
GUNNAR,12
GUNNER,3
GUNTAJ,4
GURANSH,3
GURASEES,15
GURBAAJ,7
GURBAAZ,38
GURBAJ,4
GURBANI,8
GURFATEH,32
GURJAAP,4
GURJOT,6
GURKIRAT,9
GURLEEN,12
GURMAAN,3
GURMAN,8
GURMEHAR,14
GURMEHER,3
GURMUKH,4
GURNAAZ,13
GURNAZ,4
GURNEET,6
GURNIHAL,3
GURNIWAJ,3
GURNIWAZ,10
GURNOOR,19
GURREHMAT,5
GURSAHIB,4
GURSANJH,9
GURSEERAT,9
GURSEHAJ,3
GURSHAAN,7
GURSHABAD,10
GURSIFAT,7
GURSIRAT,10
GURTAJ,8
GURVANSH,3
GURVEER,18
GURVIR,6
GURWARIS,3
GUS,39
GUSTAS,9
GUSTAV,10
GUSTAVO,6
GUSTAW,6
GUSTE,4
GUTO,12
GUY,38
GWEN,51
GWENAN,3
GWENDOLEN,5
GWENDOLINE,9
GWENDOLYN,19
GWENETH,3
GWENI,5
GWENLLI,3
GWENLLIAN,22
GWENNAN,7
GWENNO,8
GWERN,4
